date, pm25, pm10
2019/9/20, 113, 
2019/9/22, 158, 66
2019/9/23, 131, 62
2019/9/24, 60, 65
2019/9/25, 2, 62
2019/9/26, 111, 62
2019/9/27, 101, 53
2019/9/28, 34, 59
2019/9/29, 142, 58
2019/9/30, 131, 60
2019/1/1, 63, 
2019/1/2, 64, 
2019/1/3, 78, 
2019/1/4, 85, 
2019/1/5, 81, 
2019/1/6, 139, 
2019/1/7, 108, 
2019/1/8, 84, 
2019/1/9, 108, 
2019/1/11, 90, 
2019/1/12, 77, 
2019/1/13, 109, 
2019/1/14, 107, 
2019/1/15, 100, 
2019/1/16, 36, 
2019/1/19, 54, 
2019/1/20, 115, 
2019/1/21, 94, 
2019/1/22, 58, 
2019/1/23, 93, 
2019/1/24, 91, 
2019/1/25, 68, 
2019/1/26, 101, 
2019/1/27, 61, 
2019/1/28, 96, 
2019/2/4, 49, 
2019/2/5, 78, 
2019/2/6, 75, 
2019/2/7, 122, 
2019/2/8, 78, 
2019/2/9, 150, 
2019/2/12, 73, 
2019/2/13, 128, 
2019/2/14, 158, 
2019/2/18, 127, 
2019/2/21, 128, 
2019/2/26, 144, 
2019/2/27, 126, 22
2019/3/8, 171, 
2019/3/12, 42, 
2019/3/13, 89, 
2019/3/14, 117, 
2019/3/15, 119, 
2019/3/16, 99, 
2019/3/17, 76, 
2019/3/18, 79, 
2019/3/19, 60, 
2019/3/20, 85, 
2019/3/21, 68, 
2019/3/22, 82, 
2019/3/23, 82, 
2019/3/24, 110, 
2019/3/25, 92, 
2018/10/1, 120, 54
2018/10/2, 120, 63
2018/10/3, 121, 57
2018/10/4, 112, 62
2018/10/5, 119, 53
2018/10/6, 81, 
2018/10/8, 134, 61
2018/10/9, 142, 68
2018/10/10, 139, 70
2018/10/11, 155, 59
2018/10/12, 127, 65
2018/10/13, 131, 73
2018/10/14, 141, 64
2018/10/15, 150, 64
2018/10/16, 118, 68
2018/10/17, 139, 70
2018/10/29, 100, 42
2018/10/30, 97, 50
2018/10/31, 110, 82
2018/11/1, 138, 49
2018/11/2, 99, 
2018/11/3, 125, 45
2018/11/4, 100, 44
2018/11/5, 95, 51
2018/11/6, 101, 51
2018/11/7, 89, 50
2018/12/4, 117, 
2018/12/5, 121, 
2018/12/6, 122, 
2018/12/7, 106, 
2018/12/8, 117, 
2018/12/9, 92, 
2018/12/10, 128, 
2018/12/11, 138, 
2018/12/12, 89, 
2018/12/13, 102, 
2018/12/14, 102, 
2018/12/17, 100, 
2018/12/18, 98, 
2018/12/19, 106, 
2018/12/20, 88, 
2018/12/21, 63, 
2018/12/22, 98, 
2018/12/23, 64, 
2018/12/24, 58, 
2018/12/25, 58, 
2018/12/26, 50, 
2018/12/27, 83, 
2018/12/28, 66, 
2018/12/29, 77, 
2018/12/30, 73, 
2018/7/2, 147, 
2018/7/4, 158, 
2018/7/5, 115, 
2018/7/6, 95, 
2018/7/7, 143, 
2018/7/8, 143, 
2018/7/9, 131, 
2018/7/10, 125, 
2018/7/11, 142, 
2018/7/12, 129, 
2018/7/13, 130, 
2018/7/14, 149, 
2018/7/15, 88, 
2018/7/16, 103, 75
2018/7/17, 140, 73
2018/7/18, 140, 76
2018/7/19, 142, 70
2018/7/20, 136, 66
2018/7/21, 130, 80
2018/7/22, 134, 63
2018/7/23, 118, 57
2018/7/24, 106, 67
2018/7/25, 126, 71
2018/7/26, 132, 76
2018/7/27, 131, 78
2018/7/28, 140, 76
2018/7/29, 148, 84
2018/7/30, 148, 72
2018/7/31, 135, 72
2018/8/1, 135, 60
2018/8/2, 117, 59
2018/8/3, 118, 60
2018/8/4, 108, 59
2018/8/5, 108, 58
2018/8/6, 112, 69
2018/8/7, 131, 79
2018/8/8, 147, 70
2018/8/9, 148, 57
2018/8/10, 116, 65
2018/8/11, 146, 58
2018/8/13, 118, 65
2018/8/14, 119, 64
2018/8/15, 120, 58
2018/8/16, 110, 55
2018/8/17, 89, 54
2018/8/18, 103, 64
2018/8/19, 126, 60
2018/8/20, 138, 60
2018/8/21, 116, 58
2018/8/22, 116, 55
2018/8/23, 112, 66
2018/8/24, 131, 63
2018/8/25, 115, 77
2018/8/26, 121, 67
2018/8/27, 136, 62
2018/8/28, 155, 62
2018/8/31, 110, 48
2018/9/1, 107, 59
2018/9/2, 123, 51
2018/9/3, 105, 43
2018/9/4, 80, 55
2018/9/5, 109, 73
2018/9/6, 142, 71
2018/9/7, 123, 50
2018/9/8, 99, 64
2018/9/9, 143, 65
2018/9/10, 132, 53
2018/9/11, 124, 60
2018/9/12, 106, 62
2018/9/13, 105, 60
2018/9/14, 113, 54
2018/9/15, 114, 48
2018/9/16, 129, 54
2018/9/17, 125, 51
2018/9/18, 125, 45
2018/9/19, 87, 68
2018/9/20, 150, 49
2018/9/21, 101, 35
2018/9/22, 104, 51
2018/9/23, 138, 69
2018/9/24, 138, 
2018/9/26, 133, 65
2018/9/27, 121, 61
2018/9/28, 129, 56
2018/9/29, 111, 60
2018/9/30, 134, 59
2018/4/28, 94, 43
2018/4/30, 161, 69
2018/5/3, 146, 83
2018/5/4, 146, 82
2018/5/5, 130, 68
2018/5/6, 126, 62
2018/5/7, 118, 60
2018/5/8, 127, 66
2018/5/9, 139, 70
2018/5/10, 125, 64
2018/5/11, 158, 59
2018/5/13, 165, 76
2018/5/18, 106, 59
2018/5/19, 95, 54
2018/5/20, 137, 65
2018/5/21, 98, 50
2018/5/22, 96, 52
2018/5/23, 76, 41
2018/5/24, 59, 28
2018/5/25, 121, 62
2018/5/26, 132, 72
2018/6/22, 89, 49
2018/6/23, 105, 45
2018/6/24, 80, 46
2022/6/1, , 38
2022/1/3, , 35
2022/1/4, , 39
2022/1/5, , 68
2022/1/6, , 52
2022/1/7, , 34
2022/1/8, , 72
2022/1/9, , 192
2022/1/10, , 26
2022/1/11, , 22
2022/1/12, , 27
2022/1/15, , 32
2022/1/16, , 44
2022/1/17, , 250
2021/10/1, , 72
2021/10/2, , 72
2021/10/6, , 45
2021/10/7, , 37
2021/10/8, , 45
2021/10/9, , 42
2021/10/10, , 50
2021/10/11, , 50
2021/10/12, , 47
2021/10/13, , 48
2021/11/13, , 50
2021/11/14, , 25
2021/11/15, , 25
2021/11/16, , 17
2021/11/17, , 4
2021/11/18, , 4
2021/11/19, , 5
2021/11/20, , 28
2021/11/21, , 24
2021/11/22, , 17
2021/11/23, , 10
2021/11/24, , 31
2021/11/25, , 33
2021/11/26, , 31
2021/11/27, , 15
2021/11/28, , 13
2021/11/29, , 16
2021/11/30, , 31
2021/12/1, , 27
2021/12/2, , 20
2021/12/22, , 45
2021/12/23, , 42
2021/12/24, , 32
2021/12/25, , 41
2021/12/26, , 23
2021/12/27, , 27
2021/12/28, , 35
2021/12/29, , 22
2021/12/30, , 39
2021/12/31, , 49
2022/1/1, , 21
2022/1/2, , 21
2021/7/25, , 68
2021/8/14, , 49
2021/8/15, , 53
2021/4/1, , 29
2021/4/2, , 20
2021/4/3, , 41
2021/4/4, , 41
2021/4/5, , 46
2021/4/6, , 22
2021/4/7, , 21
2021/4/8, , 34
2021/4/9, , 31
2021/4/10, , 27
2021/4/11, , 45
2021/4/21, , 54
2021/4/22, , 47
2021/4/25, , 48
2021/5/28, , 56
2021/5/29, , 39
2021/5/30, , 46
2021/6/24, , 60
2021/6/25, , 63
2021/6/26, , 45
2021/6/27, , 55
2021/1/25, , 36
2021/1/26, , 22
2021/3/14, , 48
2021/3/15, , 47
2021/3/16, , 54
2021/3/29, , 39
2021/3/30, , 20
2021/3/31, , 16
2020/10/1, , 57
2020/10/2, , 57
2020/10/3, , 53
2020/10/4, , 57
2020/10/5, , 39
2020/10/6, , 45
2020/10/7, , 51
2020/10/8, , 53
2020/10/9, , 45
2020/10/21, , 55
2020/10/22, , 35
2020/10/23, , 27
2020/10/24, , 44
2020/10/25, , 41
2020/10/26, , 41
2020/10/27, , 41
2020/10/28, , 50
2020/10/29, , 50
2020/10/30, , 47
2020/10/31, , 38
2020/11/1, , 39
2020/11/2, , 25
2020/11/3, , 47
2020/11/4, , 50
2020/11/5, , 57
2020/11/6, , 68
2020/11/7, , 59
2020/11/8, , 61
2020/11/9, , 62
2020/11/10, , 64
2020/11/12, , 52
2020/11/13, , 46
2020/11/14, , 52
2020/11/15, , 48
2020/11/16, , 57
2020/11/17, , 57
2020/11/18, , 60
2020/11/19, , 65
2020/11/25, , 41
2020/12/22, , 27
2020/12/24, , 35
2020/12/25, , 20
2020/12/26, , 22
2020/12/27, , 23
2020/12/28, , 27
2020/12/29, , 18
2020/7/1, , 50
2020/7/2, , 57
2020/7/3, , 62
2020/7/4, , 59
2020/7/5, , 59
2020/7/6, , 56
2020/7/7, , 46
2020/7/8, , 57
2020/7/9, , 51
2020/7/10, , 62
2020/7/11, , 56
2020/7/12, , 57
2020/7/13, , 60
2020/7/14, , 62
2020/7/15, , 43
2020/7/16, , 45
2020/7/17, , 54
2020/7/18, , 55
2020/7/19, , 63
2020/7/20, , 61
2020/7/21, , 53
2020/7/22, , 55
2020/7/23, , 55
2020/7/24, , 56
2020/7/25, , 62
2020/7/27, , 61
2020/7/28, , 67
2020/7/29, , 70
2020/7/30, , 56
2020/7/31, , 42
2020/8/1, , 59
2020/8/2, , 66
2020/8/3, , 69
2020/8/4, , 69
2020/8/5, , 60
2020/8/6, , 64
2020/8/8, , 53
2020/8/9, , 46
2020/9/15, , 57
2020/9/16, , 56
2020/9/17, , 61
2020/9/18, , 57
2020/9/19, , 64
2020/9/20, , 38
2020/9/21, , 43
2020/9/22, , 40
2020/9/23, , 52
2020/9/24, , 53
2020/9/25, , 62
2020/9/26, , 74
2020/9/27, , 56
2020/9/28, , 52
2020/9/29, , 54
2020/9/30, , 53
2020/4/18, , 51
2020/4/21, , 50
2020/4/25, , 41
2020/4/27, , 40
2020/4/28, , 44
2020/4/29, , 51
2020/4/30, , 46
2020/5/1, , 38
2020/5/2, , 41
2020/5/3, , 41
2020/5/4, , 36
2020/5/5, , 37
2020/5/6, , 47
2020/5/7, , 55
2020/5/8, , 44
2020/5/9, , 40
2020/5/10, , 37
2020/5/11, , 40
2020/5/12, , 46
2020/5/13, , 53
2020/5/14, , 51
2020/5/15, , 47
2020/5/16, , 55
2020/5/17, , 36
2020/5/18, , 31
2020/5/19, , 31
2020/5/20, , 25
2020/5/21, , 42
2020/5/22, , 30
2020/5/23, , 39
2020/5/26, , 32
2020/5/27, , 30
2020/5/28, , 46
2020/5/29, , 41
2020/5/30, , 33
2020/5/31, , 44
2020/6/2, , 36
2020/6/3, , 46
2020/6/4, , 59
2020/6/5, , 60
2020/6/7, , 52
2020/6/8, , 49
2020/6/9, , 63
2020/6/10, , 54
2020/6/11, , 43
2020/6/12, , 52
2020/6/13, , 55
2020/6/14, , 63
2020/6/15, , 56
2020/6/16, , 57
2020/6/17, , 55
2020/6/18, , 51
2020/6/19, , 58
2020/6/20, , 56
2020/6/21, , 60
2020/6/22, , 48
2020/6/23, , 49
2020/6/24, , 68
2020/6/25, , 68
2020/6/26, , 64
2020/6/27, , 65
2020/6/28, , 68
2020/6/29, , 73
2020/6/30, , 72
2020/1/1, , 14
2020/1/2, , 21
2020/1/3, , 30
2020/1/4, , 27
2020/1/5, , 26
2020/1/6, , 35
2020/1/7, , 29
2020/1/8, , 40
2020/1/9, , 27
2020/2/5, , 37
2020/3/10, , 24
2020/3/11, , 24
2019/10/5, , 51
2019/10/6, , 56
2019/10/21, , 64
2019/10/22, , 59
2019/10/23, , 64
2019/10/24, , 60
2019/10/25, , 70
2019/10/26, , 64
2019/10/27, , 51
2019/10/28, , 58
2019/10/29, , 62
2019/10/30, , 53
2019/10/31, , 45
2019/11/1, , 42
2019/11/2, , 39
2019/11/3, , 39
2019/11/4, , 53
2019/11/5, , 55
2019/11/6, , 60
2019/11/7, , 70
2019/11/8, , 53
2019/11/9, , 67
2019/11/10, , 55
2019/11/11, , 64
2019/11/12, , 66
2019/11/13, , 59
2019/11/14, , 60
2019/11/15, , 53
2019/11/16, , 55
2019/11/17, , 58
2019/11/18, , 43
2019/11/19, , 50
2019/11/20, , 54
2019/11/21, , 54
2019/11/22, , 65
2019/11/23, , 60
2019/11/24, , 68
2019/11/25, , 54
2019/11/26, , 52
2019/11/27, , 51
2019/11/28, , 48
2019/11/29, , 34
2019/11/30, , 48
2019/12/1, , 46
2019/12/2, , 54
2019/12/18, , 27
2019/12/21, , 46
2019/12/22, , 47
2019/12/27, , 30
2019/12/28, , 35
2019/6/30, , 61
2019/7/16, , 66
2019/7/17, , 64
2019/7/18, , 58
2019/7/30, , 62
2019/7/31, , 57
2019/8/1, , 65
2019/8/2, , 74
2019/8/3, , 59
2019/8/4, , 53
2019/8/5, , 54
2019/8/6, , 60
2019/8/18, , 68
2019/8/31, , 61
2019/9/15, , 56
2019/9/21, , 66
2019/2/25, , 68
2018/10/7, , 63
2018/10/18, , 52
2018/10/19, , 54
2018/10/22, , 32
2018/10/23, , 59
2018/10/24, , 59
2018/10/25, , 52
2018/10/26, , 51
2018/10/27, , 31
2018/10/28, , 30
2018/11/8, , 51
2018/11/13, , 12
2018/11/14, , 16
2018/11/15, , 55
2018/11/16, , 51
2018/11/17, , 56
2018/11/18, , 63
2018/11/19, , 45
2018/11/20, , 74
2018/11/21, , 69
2018/11/22, , 62
2018/11/23, , 70
2018/11/24, , 53
2018/11/25, , 88
2018/7/1, , 83
2018/8/12, , 58
2018/8/29, , 64
2018/8/30, , 60
2018/9/25, , 83
2018/4/1, , 24
2018/4/2, , 31
2018/4/3, , 31
2018/4/4, , 26
2018/4/5, , 67
2018/4/6, , 43
2018/4/7, , 209
2018/4/8, , 27
2018/4/9, , 34
2018/4/10, , 51
2018/4/11, , 62
2018/4/12, , 64
2018/4/13, , 42
2018/4/14, , 55
2018/4/16, , 53
2018/4/17, , 40
2018/4/20, , 53
2018/4/21, , 78
2018/4/24, , 51
2018/4/25, , 60
2018/4/26, , 64
2018/4/27, , 42
2018/5/1, , 83
2018/5/2, , 71
2018/5/12, , 68
2018/5/14, , 79
2018/5/15, , 82
2018/5/16, , 71
2018/5/17, , 58
2018/5/27, , 60
2018/5/28, , 69
2018/5/29, , 70
2018/5/30, , 68
2018/5/31, , 67
2018/6/1, , 60
2018/6/2, , 100
2018/6/4, , 65
2018/6/5, , 64
2018/6/6, , 60
2018/6/7, , 64
2018/6/8, , 54
2018/6/9, , 72
2018/6/10, , 65
2018/6/11, , 73
2018/6/21, , 42
2018/1/1, , 15
2018/1/2, , 14
2018/1/3, , 27
2018/1/4, , 18
2018/1/5, , 16
2018/1/9, , 19
2018/1/10, , 20
2018/1/11, , 24
2018/1/16, , 29
2018/1/17, , 17
2018/1/18, , 29
2018/1/20, , 53
2018/1/24, , 1
2018/1/25, , 12
2018/1/26, , 33
2018/1/31, , 33
2018/2/1, , 29
2018/2/2, , 20
2018/2/3, , 18
2018/2/5, , 10
2018/2/8, , 23
2018/2/10, , 38
2018/2/11, , 31
2018/2/12, , 40
2018/2/13, , 38
2018/2/14, , 46
2018/2/18, , 26
2018/2/20, , 37
2018/2/23, , 4
2018/2/26, , 23
2018/3/2, , 15
2018/3/4, , 39
2018/3/11, , 11
2018/3/12, , 17
2018/3/14, , 27
2018/3/30, , 41
2018/3/31, , 28
2017/10/2, , 91
2017/10/3, , 38
2017/10/4, , 21
2017/10/5, , 32
2017/10/6, , 66
2017/10/7, , 8
2017/10/13, , 77
2017/10/14, , 26
2017/10/17, , 55
2017/10/18, , 30
2017/11/21, , 9
2017/11/24, , 21
2017/11/28, , 17
2017/12/1, , 35
2017/12/2, , 64
2017/12/4, , 31
2017/12/5, , 27
2017/12/6, , 14
2017/12/7, , 63
2017/12/8, , 31
2017/12/13, , 8
2017/12/19, , 44
2017/12/22, , 37
2017/12/23, , 18
2017/12/27, , 20
2017/12/29, , 3
2017/9/12, , 33
2017/9/13, , 31
2017/9/15, , 25
2017/9/16, , 124
2017/9/17, , 58
2017/9/19, , 28
2017/9/21, , 40
2017/9/22, , 32
2017/9/24, , 113
2017/9/25, , 17
2017/9/26, , 7
2017/9/27, , 71
2017/9/28, , 32
2017/9/29, , 21
2017/9/30, , 90
2017/1/2, , 35
2017/1/3, , 37
2017/1/4, , 28
2017/1/5, , 36
2017/1/6, , 42
2017/1/7, , 42
2017/1/8, , 47
2017/1/9, , 40
2017/1/17, , 27
2017/1/18, , 39
2017/1/19, , 35
2017/1/20, , 30
2017/1/23, , 29
2017/1/31, , 27
2017/2/1, , 44
2017/2/2, , 45
2017/2/4, , 25
2017/2/5, , 21
2017/2/6, , 18
2017/2/7, , 34
2017/2/8, , 27
2017/2/9, , 32
2017/2/10, , 28
2017/2/11, , 30
2017/2/12, , 32
2017/2/13, , 29
2017/2/14, , 30
2017/2/15, , 21
2017/2/16, , 30
2017/2/20, , 23
2017/2/21, , 30
2017/2/22, , 52
2017/2/23, , 56
2017/2/24, , 53
2017/3/1, , 74
2017/3/2, , 42
2017/3/3, , 92
2017/3/4, , 31
2017/3/5, , 40
2017/3/6, , 46
2017/3/7, , 29
2017/3/8, , 36
2017/3/9, , 57
2017/3/10, , 56
2017/3/11, , 71
2017/3/13, , 45
2017/3/14, , 66
2017/3/15, , 25
2017/3/16, , 50
2017/3/17, , 72
2017/3/18, , 31
2017/3/19, , 58
2017/3/20, , 24
2017/3/24, , 68
2017/3/25, , 42
2017/3/26, , 52
2017/3/27, , 41
2017/3/28, , 60
2017/3/29, , 59
2016/10/3, , 56
2016/10/4, , 73
2016/10/5, , 77
2016/10/6, , 64
2016/10/7, , 63
2016/10/8, , 52
2016/10/9, , 59
2016/10/10, , 56
2016/10/19, , 56
2016/10/20, , 74
2016/10/21, , 77
2016/10/26, , 32
2016/10/27, , 46
2016/10/28, , 67
2016/12/9, , 47
2016/12/10, , 40
2016/12/11, , 38
2016/12/12, , 45
2016/12/13, , 46
2016/12/14, , 44
2016/12/16, , 53
2016/12/17, , 57
2016/12/18, , 46
2016/12/19, , 43
2016/12/20, , 39
2016/12/21, , 42
2016/12/22, , 40
2016/12/23, , 38
2016/12/24, , 33
2016/12/25, , 41
2016/12/26, , 53
2016/12/27, , 38
2016/12/28, , 58
2016/12/29, , 39
2016/12/30, , 60
2017/1/1, , 54
2016/8/16, , 62
2016/8/17, , 100
2016/8/18, , 56
2016/8/19, , 66
2016/8/20, , 67
2016/8/21, , 73
2016/8/22, , 53
2016/8/23, , 54
2016/8/24, , 50
2016/8/25, , 79
2016/8/26, , 72
2016/9/5, , 39
2016/9/13, , 98
2016/9/14, , 64
2016/9/15, , 73
2016/9/16, , 82
2016/9/17, , 60
2016/9/18, , 63
2016/9/19, , 66
2016/9/20, , 60
2016/9/21, , 48
2016/9/22, , 49
2016/9/23, , 45
2016/9/24, , 59
2016/9/25, , 90
2016/9/26, , 34
2016/9/27, , 82
2016/9/28, , 56
2016/6/28, , 33
2016/6/29, , 70
2016/6/30, , 68
2016/1/5, , 77
2016/1/6, , 83
2016/1/18, , 86
2016/1/19, , 65
2016/1/20, , 55
2016/1/21, , 54
2016/1/22, , 57
2016/1/23, , 50
2016/1/24, , 49
2016/1/25, , 43
2016/1/26, , 56
2016/1/27, , 74
2016/1/28, , 65
2016/1/29, , 62
2016/1/30, , 63
2016/2/1, , 43
2016/2/2, , 50
2016/2/3, , 49
2016/2/4, , 55
2016/2/5, , 52
2016/2/6, , 66
2016/2/7, , 51
2016/2/8, , 40
2016/2/9, , 34
2016/2/10, , 45
2016/2/11, , 48
2016/2/12, , 49
2016/2/13, , 70
2016/2/14, , 63
2016/2/15, , 58
2016/2/18, , 59
2016/2/24, , 63
2016/2/25, , 36
2016/2/26, , 29
2015/10/6, , 99
2015/10/7, , 83
2015/10/8, , 86
2015/10/9, , 75
2015/10/10, , 103
2015/10/11, , 78
2015/10/14, , 77
2015/10/15, , 108
2015/10/16, , 66
2015/10/17, , 105
2015/10/18, , 92
2015/10/19, , 90
2015/10/20, , 93
2015/10/21, , 105
2015/10/22, , 65
2015/10/26, , 89
2015/10/28, , 81
2015/10/29, , 88
2015/10/31, , 87
2015/12/3, , 80
2015/12/11, , 64
2015/12/15, , 37
2015/12/28, , 58
2015/12/30, , 43
2015/7/16, , 62
2015/7/17, , 63
2015/7/18, , 60
2015/7/19, , 60
2015/7/20, , 59
2015/7/21, , 61
2015/7/22, , 65
2015/7/23, , 71
2015/7/24, , 69
2015/7/25, , 75
2015/7/26, , 71
2015/7/27, , 60
2015/7/28, , 65
2015/7/29, , 66
2015/7/30, , 75
2015/7/31, , 70
2015/8/3, , 64
2015/8/4, , 85
2015/8/5, , 92
2015/8/6, , 76
2015/8/7, , 68
2015/8/10, , 79
2015/8/12, , 68
2015/8/14, , 68
2015/8/20, , 80
2015/8/23, , 80
2015/8/24, , 85
2015/8/25, , 84
2015/8/26, , 77
2015/8/27, , 91
2015/8/28, , 83
2015/9/1, , 79
2015/9/2, , 88
2015/9/3, , 98
2015/9/4, , 81
2015/9/8, , 77
2015/9/9, , 75
2015/9/10, , 87
2015/9/11, , 83
2015/9/12, , 86
2015/9/13, , 80
2015/9/14, , 68
2015/9/15, , 104
2015/9/16, , 81
2015/9/17, , 93
2015/9/18, , 86
2015/9/19, , 86
